# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep 11 07:04:14 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_time0bk,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
1176,12506770,K01577.01,Kepler-895 b,CONFIRMED,CANDIDATE,1.0000,2.806243488,133.7314000,0,0.0430,1.62710,5.9960e+02,0.022156,5.86933,LS+MCMC,1.41,0.0328,89.82,771.0,83.53,22.40,1,472,1,q1_q17_dr25_tce,4153.00,4.684,0.5810,289.290650,51.408890,15.988
1177,5629985,K01578.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.271907230,134.7985200,0,0.7190,5.38300,1.4900e+02,0.011986,0.05337,LS+MCMC,1.12,0.0321,72.88,1318.0,714.27,36.80,1,477,1,q1_q17_dr25_tce,5788.00,4.506,0.8560,294.734190,40.861420,14.459
1178,9898364,K01579.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.132351753,134.4730830,0,1.2060,2.96740,7.4410e+02,0.234114,0.04422,LS+MCMC,49.34,0.0855,75.80,1579.0,1466.12,91.20,1,188,1,q1_q17_dr25_tce,7530.00,4.080,1.9300,294.830320,46.734348,13.337
1179,11337372,K01650.01,Kepler-920 b,CONFIRMED,CANDIDATE,1.0000,6.531940240,136.0322300,0,0.8300,3.33510,7.7190e+02,0.028965,0.33841,LS+MCMC,3.09,0.0650,84.79,907.0,159.66,39.60,2,129,1,q1_q17_dr25_tce,5301.00,4.391,0.9770,284.296940,49.158680,15.280
1180,11337833,K01651.01,Kepler-921 b,CONFIRMED,CANDIDATE,0.9940,51.301184400,153.5257100,0,0.0030,5.35900,4.9890e+02,0.020447,2.98696,LS+MCMC,2.07,0.2716,90.00,492.0,13.86,19.60,1,21,1,q1_q17_dr25_tce,6032.00,4.508,0.9290,284.616210,49.190811,14.739
1181,11546211,K01654.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.097211085,131.5172010,0,1.1450,1.67380,3.8946e+04,0.440466,1.48511,LS+MCMC,16.07,0.0145,75.45,740.0,71.01,83.50,1,974,1,q1_q17_dr25_tce,3497.00,4.920,0.3340,283.796540,49.503990,15.155
1182,11547505,K01655.01,Kepler-922 b,CONFIRMED,CANDIDATE,1.0000,0.938466959,135.6006980,0,0.0540,1.30150,2.1740e+02,0.013337,3.78199,LS+MCMC,1.58,0.0182,89.45,1876.0,2919.17,54.40,1,1135,1,q1_q17_dr25_tce,5499.00,4.323,1.0870,284.731450,49.533192,13.757
1183,4471747,K01656.01,,CANDIDATE,CANDIDATE,0.9960,51.390145200,145.3192000,0,0.9460,5.99500,4.9400e+02,0.025685,0.12560,LS+MCMC,3.62,0.2853,87.91,570.0,24.98,15.40,1,17,1,q1_q17_dr25_tce,6074.00,4.284,1.2920,293.625920,39.506310,15.030
1184,11502867,K00195.01,Kepler-426 b,CONFIRMED,CANDIDATE,1.0000,3.217518511,133.6320632,0,0.6380,2.11481,1.4319e+04,0.115425,2.21495,LS+MCMC,11.38,0.0410,86.57,1185.0,464.73,1287.40,1,413,1,q1_q17_dr25_tce,5720.00,4.473,0.9030,289.434630,49.473400,14.835
1185,9909735,K01779.01,Kepler-318 b,CONFIRMED,CANDIDATE,1.0000,4.662719020,134.0829600,0,0.4850,2.75700,1.6306e+03,0.037636,1.45678,LS+MCMC,3.86,0.0556,87.66,1039.0,274.98,28.20,2,233,1,q1_q17_dr25_tce,5729.00,4.514,0.9390,298.482820,46.793621,13.297
1186,9909735,K01779.02,Kepler-318 c,CONFIRMED,CANDIDATE,1.0000,11.815017400,133.0892900,0,0.8750,2.83400,1.0030e+03,0.033946,0.73642,LS+MCMC,3.48,0.1033,87.15,762.0,79.66,10.50,2,85,2,q1_q17_dr25_tce,5729.00,4.514,0.9390,298.482820,46.793621,13.297
1187,11551692,K01781.01,Kepler-411 c,CONFIRMED,CANDIDATE,1.0000,7.834433676,135.2221430,0,0.7140,2.89000,2.0181e+03,0.044180,1.21437,LS+MCMC,3.47,0.0714,87.41,689.0,53.33,246.60,3,135,1,q1_q17_dr25_tce,4920.00,4.620,0.7200,287.605590,49.523258,12.231
1188,11551692,K01781.02,Kepler-411 b,CONFIRMED,CANDIDATE,1.0000,3.005156911,137.1033620,0,0.8440,2.07470,6.9160e+02,0.027938,0.58859,LS+MCMC,2.20,0.0377,82.59,949.0,191.27,115.10,3,342,2,q1_q17_dr25_tce,4920.00,4.620,0.7200,287.605590,49.523258,12.231
1189,12266636,K01522.01,Kepler-879 b,CONFIRMED,CANDIDATE,0.9980,33.385617600,148.9276400,0,0.5620,5.03610,5.5320e+02,0.022235,1.37423,LS+MCMC,2.48,0.2012,89.26,580.0,26.73,37.10,2,39,1,q1_q17_dr25_tce,5833.00,4.407,1.0220,295.806580,50.909801,14.264
1190,9850893,K01523.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,8.480397890,135.8501800,0,0.4860,6.24900,2.5970e+02,0.014903,0.20911,LS+MCMC,1.71,0.0795,86.99,866.0,132.85,22.70,1,128,1,q1_q17_dr25_tce,5401.00,4.364,1.0500,298.730070,46.688671,14.673
1191,4826110,K01524.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.333395306,134.1822800,0,0.1510,1.18800,1.1450e+02,0.009657,6.72301,LS+MCMC,0.86,0.0221,88.99,1390.0,880.53,11.50,1,1009,1,q1_q17_dr25_tce,5199.00,4.527,0.8110,288.925750,39.901550,15.299
1192,7869917,K01525.01,Kepler-880 b,CONFIRMED,CANDIDATE,1.0000,7.714676860,133.5563500,0,0.8990,4.58710,2.3390e+02,0.016382,0.07400,LS+MCMC,4.65,0.0915,81.59,1622.0,1636.72,33.30,2,180,1,q1_q17_dr25_tce,6900.00,3.843,2.5990,281.971250,43.672771,12.082
1193,9824805,K01526.01,Kepler-881 b,CONFIRMED,CANDIDATE,1.0000,4.444482600,133.4630800,0,0.9410,3.68600,1.6300e+02,0.014510,0.04553,LS+MCMC,1.71,0.0552,74.94,1217.0,518.45,18.00,1,302,1,q1_q17_dr25_tce,6240.00,4.426,1.0790,288.992580,46.670750,15.216
1194,5193400,K01580.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,21.378114600,147.2124000,0,0.9060,19.35900,5.5610e+02,0.025739,0.00298,LS+MCMC,3.18,0.1611,77.42,727.0,65.94,35.40,1,52,1,q1_q17_dr25_tce,6218.00,4.417,1.1310,293.665070,40.359531,15.686
1195,7939330,K01581.01,Kepler-896 c,CONFIRMED,CANDIDATE,1.0000,29.542256600,137.5783700,0,0.9590,13.90200,8.7990e+02,0.035889,0.00580,LS+MCMC,3.15,0.1792,81.44,515.0,16.56,39.50,2,46,1,q1_q17_dr25_tce,5510.00,4.572,0.8030,282.439180,43.734482,15.481
1196,7939330,K01581.02,Kepler-896 b,CONFIRMED,CANDIDATE,0.9940,144.551628000,265.9401000,0,0.8870,16.59900,1.0352e+03,0.034847,0.04049,LS+MCMC,3.06,0.5164,88.57,303.0,1.99,27.10,2,10,2,q1_q17_dr25_tce,5510.00,4.572,0.8030,282.439180,43.734482,15.481
1197,4918309,K01582.01,,CANDIDATE,CANDIDATE,1.0000,186.436181100,146.9182500,0,0.9210,5.77400,4.3470e+03,0.075675,1.40518,LS+MCMC,11.32,0.6233,89.62,353.0,3.66,66.50,1,8,1,q1_q17_dr25_tce,5393.00,4.132,1.3700,290.128570,40.021832,15.402
1198,12602568,K01583.01,Kepler-897 b,CONFIRMED,CANDIDATE,1.0000,8.047277210,137.2073000,0,0.9370,5.15900,4.8600e+02,0.025096,0.03752,LS+MCMC,2.33,0.0770,79.30,855.0,126.56,36.10,1,166,1,q1_q17_dr25_tce,5840.00,4.553,0.8490,290.586850,51.695820,15.068
1199,9941066,K01584.01,Kepler-898 b,CONFIRMED,CANDIDATE,0.9980,5.870634160,137.2481300,0,0.6420,2.57360,5.0560e+02,0.021514,1.46624,LS+MCMC,1.44,0.0545,87.35,616.0,33.99,23.20,1,230,1,q1_q17_dr25_tce,4166.00,4.660,0.6120,286.585390,46.870930,15.961
1200,5972334,K00191.01,Kepler-487 b,CONFIRMED,CANDIDATE,0.9980,15.358767771,132.3850850,0,0.4870,4.12230,1.4638e+04,0.112441,1.85072,LS+MCMC,10.89,0.1157,89.02,662.0,45.46,812.60,4,71,1,q1_q17_dr25_tce,5422.00,4.484,0.8870,295.287230,41.221958,14.991
1201,4650733,K01659.01,Kepler-1762 b,CONFIRMED,CANDIDATE,1.0000,29.539089700,143.9160700,0,0.2130,4.13900,4.0330e+02,0.018587,3.47173,LS+MCMC,2.51,0.2040,89.78,714.0,61.49,18.80,1,42,1,q1_q17_dr25_tce,6572.00,4.365,1.2380,290.493160,39.785519,15.111
1202,4830605,K01660.01,,CANDIDATE,CANDIDATE,0.9850,35.636402200,164.1749600,0,0.6540,4.88800,4.5260e+02,0.020525,1.23885,LS+MCMC,1.99,0.2104,89.14,537.0,19.62,15.70,1,35,1,q1_q17_dr25_tce,5926.00,4.532,0.8870,290.241030,39.968010,15.614
1203,4832197,K01661.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.947732530,137.1299300,0,1.1860,1.76450,1.1306e+04,0.328908,0.44059,LS+MCMC,45.58,0.0182,64.51,2321.0,6862.81,103.90,1,1411,1,q1_q17_dr25_tce,6302.00,4.183,1.2690,290.738040,39.919651,11.510
1204,4844004,K01662.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.784031658,133.3839100,0,0.1020,0.77730,3.5220e+02,0.017196,14.72319,LS+MCMC,1.55,0.0163,89.25,1705.0,1995.65,28.20,1,683,1,q1_q17_dr25_tce,5435.00,4.578,0.8240,294.132020,39.981979,15.479
1205,12120943,K01458.01,,CANDIDATE,CANDIDATE,0.9780,8.981284720,354.8304200,0,0.2940,5.03970,4.9240e+03,0.064401,0.63547,LS+MCMC,7.19,0.0882,88.79,898.0,153.36,76.60,1,126,1,q1_q17_dr25_tce,5977.00,4.473,1.0220,296.571530,50.677849,15.703
1206,7831264,K00171.02,Kepler-116 c,CONFIRMED,CANDIDATE,1.0000,13.071418890,144.4421700,0,0.7510,3.09460,2.5110e+02,0.015742,1.19056,LS+MCMC,2.47,0.1130,88.05,964.0,203.87,32.00,2,98,2,q1_q17_dr25_tce,6122.00,4.173,1.4390,294.742070,43.536831,13.717
1207,9761199,K01459.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.692015479,133.1141770,0,1.2670,1.13150,4.5181e+03,0.355752,0.69589,LS+MCMC,19.31,0.0122,60.86,1057.0,294.34,163.40,1,964,1,q1_q17_dr25_tce,3752.00,4.747,0.4970,287.143130,46.508060,15.692
1208,7751571,K01460.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,17.042134600,363.9742800,0,0.7840,7.50700,3.6167e+03,0.060851,0.12490,LS+MCMC,5.14,0.1227,86.38,594.0,29.47,108.90,1,69,1,q1_q17_dr25_tce,5367.00,4.590,0.7730,291.286590,43.404411,15.570
1209,9579499,K01461.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.946710440,140.7082070,0,1.2550,2.84190,6.0844e+03,0.357845,0.41344,LS+MCMC,27.43,0.0712,83.53,673.0,48.50,165.30,1,164,1,q1_q17_dr25_tce,4859.00,4.626,0.7020,287.804570,46.238930,15.791
1210,11913013,K01462.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.747812420,355.3132500,0,1.2580,5.24100,5.3670e+03,0.348356,0.03455,LS+MCMC,38.04,0.0473,64.75,1172.0,446.47,44.80,1,238,1,q1_q17_dr25_tce,5780.00,4.438,1.0000,291.023010,50.262226,17.445
1211,7768451,K01527.01,,CANDIDATE,CANDIDATE,0.9900,192.667139000,162.8796200,0,0.9110,5.44300,1.1483e+03,0.037986,1.23555,LS+MCMC,3.64,0.6219,89.61,283.0,1.52,26.00,1,7,1,q1_q17_dr25_tce,5401.00,4.487,0.8780,296.671300,43.498390,14.879
1212,7691260,K01528.01,Kepler-882 b,CONFIRMED,CANDIDATE,1.0000,3.989544192,134.0989000,0,0.0850,1.59100,1.9000e+02,0.012443,8.59056,LS+MCMC,0.93,0.0449,89.75,903.0,157.10,26.20,1,341,1,q1_q17_dr25_tce,5229.00,4.643,0.6880,294.649900,43.335590,14.083
1213,9821454,K01529.01,Kepler-59 c,CONFIRMED,CANDIDATE,1.0000,17.977603700,147.7515000,0,0.7210,4.60500,2.1390e+02,0.014377,0.56653,LS+MCMC,1.58,0.1372,88.06,752.0,75.61,23.30,2,73,1,q1_q17_dr25_tce,6296.00,4.460,1.0060,287.039520,46.640129,14.307
1214,9821454,K01529.02,Kepler-59 b,CONFIRMED,CANDIDATE,1.0000,11.869314400,137.7210000,0,0.7300,4.65300,1.0190e+02,0.009947,0.34007,LS+MCMC,1.09,0.1040,86.93,864.0,131.58,13.90,2,109,2,q1_q17_dr25_tce,6296.00,4.460,1.0060,287.039520,46.640129,14.307
1215,11954842,K01530.01,Kepler-883 b,CONFIRMED,CANDIDATE,1.0000,12.984946030,139.7820700,0,0.0460,3.44970,2.5720e+02,0.014670,2.77985,LS+MCMC,1.64,0.1055,89.91,818.0,105.74,38.40,1,79,1,q1_q17_dr25_tce,5948.00,4.384,1.0250,286.433650,50.300331,13.029
1216,7972785,K00184.01,,FALSE POSITIVE,FALSE POSITIVE,0.0040,7.300735516,133.5664741,0,0.4460,5.78725,1.3052e+04,0.107197,0.33356,LS+MCMC,13.32,0.0777,87.39,1086.0,328.98,1640.00,1,188,1,q1_q17_dr25_tce,6434.00,4.394,1.1380,296.047640,43.762138,14.933
1217,5470739,K01585.01,Kepler-899 b,CONFIRMED,CANDIDATE,1.0000,19.178939760,139.7455200,0,0.0040,5.14400,7.5280e+02,0.024928,1.28042,LS+MCMC,2.40,0.1392,89.99,640.0,39.65,34.30,1,68,1,q1_q17_dr25_tce,5767.00,4.538,0.8810,297.482570,40.680779,15.401
1218,10022908,K01586.01,Kepler-900 b,CONFIRMED,CANDIDATE,1.0000,6.991304520,135.4629100,0,0.7400,2.15680,5.5540e+02,0.023477,2.08830,LS+MCMC,1.95,0.0679,87.58,716.0,62.05,36.30,1,157,1,q1_q17_dr25_tce,4847.00,4.606,0.7610,296.177280,46.999020,14.940
1219,9932970,K01587.01,,CANDIDATE,CANDIDATE,0.0000,52.971584000,159.0610900,0,1.2590,3.46320,3.8826e+03,0.336767,0.97443,LS+MCMC,29.02,0.2570,88.63,402.0,6.19,51.40,1,27,1,q1_q17_dr25_tce,5204.00,4.550,0.7890,281.618870,46.814201,15.700
1220,5617854,K01588.01,Kepler-901 b,CONFIRMED,CANDIDATE,1.0000,3.517494725,135.5467240,0,0.7420,1.56390,5.3280e+02,0.023021,2.72472,LS+MCMC,1.42,0.0378,86.49,704.0,58.08,52.60,1,384,1,q1_q17_dr25_tce,4132.00,4.699,0.5640,291.152950,40.887489,14.699
1221,4932442,K01665.01,Kepler-923 b,CONFIRMED,CANDIDATE,0.9930,6.933651670,137.0737500,0,0.9040,4.60800,1.1960e+02,0.011969,0.05889,LS+MCMC,1.70,0.0715,80.20,1104.0,351.27,20.10,2,156,1,q1_q17_dr25_tce,5861.00,4.212,1.3040,294.171080,40.055168,14.042
1222,4932442,K01665.02,,CANDIDATE,CANDIDATE,,5.913939770,137.1718200,0,0.0896,0.56200,8.4000e+01,0.008670,284.46906,MCMC,1.07,0.0682,89.95,1112.0,361.00,2.80,2,,,,6194.00,4.415,1.1290,294.171080,40.055168,14.042
1223,5183357,K01669.01,Kepler-924 b,CONFIRMED,CANDIDATE,0.9890,61.037359100,175.1767100,0,0.0710,8.37800,4.3750e+02,0.019179,0.92023,LS+MCMC,3.38,0.3359,89.93,610.0,32.74,40.20,1,22,1,q1_q17_dr25_tce,6309.00,4.154,1.6140,290.668520,40.397720,14.171
1224,5269467,K01672.01,Kepler-925 b,CONFIRMED,CANDIDATE,0.9910,33.867778300,137.5153200,0,0.7870,3.72000,8.9480e+02,0.030574,1.63128,LS+MCMC,2.31,0.1805,89.02,394.0,5.69,23.80,1,41,1,q1_q17_dr25_tce,4564.00,4.593,0.6910,290.106540,40.490662,15.810
1225,5360920,K01675.01,,CANDIDATE,CANDIDATE,1.0000,14.623996210,144.4552700,0,1.2090,2.19300,1.0820e+03,0.246245,0.32601,LS+MCMC,21.92,0.1131,85.51,681.0,50.91,25.00,1,92,1,q1_q17_dr25_tce,5753.00,4.570,0.8150,291.337190,40.558201,15.789
1226,7672940,K01463.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1064.268095600,144.0860720,0,0.4470,11.55210,2.2772e+04,0.141743,6.74821,LS+MCMC,33.63,2.1525,89.97,281.0,1.47,1171.20,1,3,1,q1_q17_dr25_tce,6340.00,3.833,2.1730,288.258640,43.376465,12.328
1227,7838655,K01464.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.113202658,356.3283200,0,3.1780,3.52340,2.1048e+03,2.216856,0.25469,LS+MCMC,207.71,0.0306,35.77,1281.0,635.47,97.20,1,535,1,q1_q17_dr25_tce,5482.00,4.502,0.8580,296.917240,43.517529,15.465
1228,11702948,K01465.01,,CANDIDATE,CANDIDATE,0.0000,9.771462706,135.5848990,0,0.9460,1.76700,6.9332e+03,0.108981,2.89356,LS+MCMC,10.15,0.0878,87.78,799.0,96.39,215.00,1,108,1,q1_q17_dr25_tce,5812.00,4.551,0.8530,286.149380,49.867512,14.245
1229,9512981,K01466.01,,CANDIDATE,CANDIDATE,0.9980,281.562888900,357.9965710,0,0.0000,8.85300,2.1012e+04,0.127752,4.90893,LS+MCMC,10.83,0.7659,90.00,214.0,0.49,237.10,1,4,1,q1_q17_dr25_tce,4810.00,4.536,0.7760,284.849880,46.138950,15.962
1230,7770450,K01467.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.157808038,354.7448800,0,1.2030,3.67050,8.6670e+02,0.236655,0.03841,LS+MCMC,22.90,0.0214,30.49,1579.0,1472.38,78.80,1,979,1,q1_q17_dr25_tce,5566.00,4.532,0.8860,297.174290,43.479099,15.837
1231,11455491,K00178.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6.142814980,135.1616900,0,0.6700,4.62400,1.2200e+02,0.010721,0.23075,LS+MCMC,1.82,0.0695,85.02,1355.0,796.26,36.00,1,223,1,q1_q17_dr25_tce,6495.00,4.128,1.5540,292.031490,49.388618,13.450
1232,11764462,K01531.01,Kepler-884 b,CONFIRMED,CANDIDATE,1.0000,5.699195920,136.5873800,0,0.0070,2.39060,1.5940e+02,0.011409,3.64560,LS+MCMC,1.16,0.0622,89.98,964.0,204.18,35.30,1,235,1,q1_q17_dr25_tce,5646.00,4.493,0.9320,292.584440,49.923161,13.069
1233,11656246,K01532.01,Kepler-885 b,CONFIRMED,CANDIDATE,0.9970,18.114738130,147.4904000,0,0.8960,5.27060,2.4150e+02,0.016794,0.11727,LS+MCMC,2.49,0.1432,85.95,830.0,112.43,51.30,1,71,1,q1_q17_dr25_tce,6109.00,4.247,1.3600,288.661560,49.737209,12.841
1234,7808587,K01533.01,Kepler-886 b,CONFIRMED,CANDIDATE,1.0000,6.241457910,134.8889200,0,0.0290,3.09980,1.6370e+02,0.011618,1.83138,LS+MCMC,1.60,0.0670,89.89,1111.0,360.09,30.80,1,216,1,q1_q17_dr25_tce,5810.00,4.250,1.2590,286.271760,43.595230,13.939
1235,4741126,K01534.01,Kepler-887 b,CONFIRMED,CANDIDATE,1.0000,20.422244700,146.9837000,0,0.0590,6.22000,1.8930e+02,0.012581,0.73981,LS+MCMC,1.78,0.1536,89.87,785.0,89.74,34.70,2,65,1,q1_q17_dr25_tce,6119.00,4.274,1.2990,290.090820,39.816990,13.470
1236,5301750,K01589.01,Kepler-84 b,CONFIRMED,CANDIDATE,0.9980,8.725854780,138.7683800,0,0.9110,4.47300,4.4670e+02,0.023183,0.08514,LS+MCMC,2.86,0.0827,82.52,985.0,222.19,37.70,5,155,1,q1_q17_dr25_tce,6036.00,4.326,1.1310,298.252040,40.496078,14.764
1237,5301750,K01589.02,Kepler-84 c,CONFIRMED,CANDIDATE,1.0000,12.882913950,135.1873600,0,0.9620,5.67600,4.6050e+02,0.025515,0.02770,LS+MCMC,3.15,0.1072,81.13,865.0,132.23,33.60,5,103,2,q1_q17_dr25_tce,6036.00,4.326,1.1310,298.252040,40.496078,14.764
1238,5301750,K01589.03,Kepler-84 e,CONFIRMED,CANDIDATE,1.0000,27.434597300,145.1232200,0,0.6030,5.03800,4.7260e+02,0.020758,1.01206,LS+MCMC,2.56,0.1774,88.99,672.0,48.29,25.30,5,48,3,q1_q17_dr25_tce,6036.00,4.326,1.1310,298.252040,40.496078,14.764
1239,5301750,K01589.04,Kepler-84 d,CONFIRMED,CANDIDATE,0.9960,4.224536310,135.4290800,0,0.8230,3.12800,1.5910e+02,0.012939,0.24687,LS+MCMC,1.60,0.0510,82.31,1254.0,584.24,16.70,5,275,4,q1_q17_dr25_tce,6036.00,4.326,1.1310,298.252040,40.496078,14.764
1240,5301750,K01589.05,Kepler-84 f,CONFIRMED,CANDIDATE,0.9960,44.552026600,160.2938600,0,0.6890,6.00000,3.6210e+02,0.018527,0.73477,LS+MCMC,2.29,0.2451,89.07,572.0,25.30,16.70,5,28,5,q1_q17_dr25_tce,6036.00,4.326,1.1310,298.252040,40.496078,14.764
1241,5526717,K01677.01,Kepler-926 b,CONFIRMED,CANDIDATE,0.9940,52.069002000,178.1552500,0,0.2750,3.00890,5.5830e+02,0.021433,15.34753,LS+MCMC,2.92,0.2739,89.88,524.0,17.76,25.60,2,24,1,q1_q17_dr25_tce,5565.00,4.251,1.2460,289.679350,40.700459,14.279
1242,5972334,K00191.02,Kepler-487 d,CONFIRMED,CANDIDATE,0.9960,2.418406841,132.5055870,0,0.0180,2.07440,6.6540e+02,0.023206,2.46233,LS+MCMC,2.25,0.0337,89.89,1226.0,535.84,69.10,4,426,2,q1_q17_dr25_tce,5422.00,4.484,0.8870,295.287230,41.221958,14.991
1243,5526717,K01677.02,,CANDIDATE,CANDIDATE,,8.511700880,131.7557438,,,2.90000,,,,none,,,,,,,2,,,,,,,289.679350,40.700459,14.279
1244,5530882,K01680.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.082518800,132.9579200,0,0.5220,3.32800,1.0500e+02,0.009622,0.75634,LS+MCMC,0.88,0.0564,87.04,968.0,207.45,17.10,1,262,1,q1_q17_dr25_tce,5706.00,4.561,0.8340,290.923160,40.771030,14.445
1245,5531953,K01681.01,,CANDIDATE,CANDIDATE,1.0000,6.939103370,138.3392700,0,0.9660,2.97700,6.1470e+02,0.030804,0.10779,LS+MCMC,1.41,0.0546,81.45,445.0,9.28,22.90,4,196,1,q1_q17_dr25_tce,3638.00,4.844,0.4200,291.285000,40.730049,15.855
1246,6034945,K01683.01,Kepler-927 b,CONFIRMED,CANDIDATE,0.9970,9.115002690,133.9752300,0,0.6750,4.55800,2.6830e+02,0.015881,0.35789,LS+MCMC,1.78,0.0866,86.67,906.0,159.34,21.70,1,147,1,q1_q17_dr25_tce,5962.00,4.431,1.0280,289.383510,41.392689,14.630
1247,9851226,K01468.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,8.480319420,135.8521700,0,0.9180,7.29700,1.4267e+03,0.041943,0.02355,LS+MCMC,4.54,0.0810,78.15,918.0,168.01,92.80,1,128,1,q1_q17_dr25_tce,5951.00,4.439,0.9910,298.822540,46.650269,15.262
1248,8692861,K00172.01,Kepler-69 b,CONFIRMED,CANDIDATE,1.0000,13.722368200,137.8408300,0,0.0090,5.12310,5.7110e+02,0.021681,0.91895,LS+MCMC,2.23,0.1048,89.98,746.0,73.16,97.90,2,97,1,q1_q17_dr25_tce,5637.00,4.399,0.9430,293.260930,44.868889,13.749
1249,7543649,K01469.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.582076914,355.5150640,0,0.9660,4.42280,1.5344e+03,0.049191,0.02987,LS+MCMC,5.33,0.0451,69.25,1265.0,604.27,138.40,1,312,1,q1_q17_dr25_tce,6109.00,4.422,0.9930,296.078220,43.136940,15.193
1250,9480310,K01470.01,Kepler-1668 b,CONFIRMED,CANDIDATE,1.0000,15.434009960,363.2949400,0,0.7070,4.25720,1.7859e+03,0.041360,0.75718,LS+MCMC,4.30,0.1240,88.09,721.0,63.79,59.70,1,58,1,q1_q17_dr25_tce,5900.00,4.509,0.9510,297.352330,46.095940,15.703
1251,11858748,K01471.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.780984316,177.8249000,0,0.7820,2.17300,5.9090e+02,0.024527,0.45340,LS+MCMC,2.33,0.0285,79.36,1397.0,899.03,46.00,1,731,1,q1_q17_dr25_tce,5730.00,4.545,0.8700,288.763180,50.174221,15.516
1252,4741126,K01534.02,Kepler-887 c,CONFIRMED,CANDIDATE,0.9930,7.638460840,138.2455700,0,0.4050,3.95700,7.1700e+01,0.007869,0.82008,LS+MCMC,1.12,0.0797,88.30,1089.0,333.30,16.60,2,167,2,q1_q17_dr25_tce,6119.00,4.274,1.2990,290.090820,39.816990,13.470
1253,11669125,K01535.01,Kepler-888 b,CONFIRMED,CANDIDATE,0.9560,70.698172400,188.5679500,0,0.0260,6.63200,3.5770e+02,0.017221,2.14974,LS+MCMC,1.63,0.3280,89.98,417.0,7.11,37.70,1,18,1,q1_q17_dr25_tce,5811.00,4.536,0.8660,295.521210,49.738628,13.046
1254,12159249,K01536.01,Kepler-889 b,CONFIRMED,CANDIDATE,1.0000,3.744436450,133.5599700,0,0.1690,2.91910,7.3300e+01,0.007798,1.25230,LS+MCMC,1.10,0.0492,89.01,1328.0,736.89,25.40,1,359,1,q1_q17_dr25_tce,5876.00,4.269,1.2930,291.467320,50.759480,12.710
